iter	Passed	Remaining
1659	222136	313132
1660	222269	312997
1661	222404	312865
1662	222539	312732
1663	222676	312603
1664	222809	312468
1665	222941	312332
1666	223073	312195
1667	223204	312057
1668	223339	311925
1669	223472	311790
1670	223606	311657
1671	223740	311524
1672	223874	311390
1673	224007	311254
1674	224141	311122
1675	224274	310987
1676	224411	310857
1677	224546	310725
1678	224683	310595
1679	224816	310461
1680	224952	310330
1681	225085	310195
1682	225219	310062
1683	225353	309928
1684	225487	309794
1685	225620	309658
1686	225753	309524
1687	225887	309391
1688	226022	309259
1689	226157	309126
1690	226290	308991
1691	226420	308851
1692	226552	308716
1693	226688	308585
1694	226818	308446
1695	226950	308309
1696	227083	308175
1697	227216	308040
1698	227351	307908
1699	227484	307773
1700	227617	307638
1701	227750	307503
1702	227882	307367
1703	228012	307227
1704	228151	307100
1705	228280	306961
1706	228414	306827
1707	228546	306690
1708	228679	306556
1709	228809	306417
1710	228943	306284
1711	229078	306151
1712	229214	306020
1713	229346	305884
1714	229480	305750
1715	229613	305616
1716	229746	305481
1717	229876	305342
1718	230008	305205
1719	230138	305067
1720	230274	304935
1721	230406	304799
1722	230539	304664
1723	230671	304529
1724	230802	304391
1725	230936	304257
1726	231069	304123
1727	231202	303988
1728	231332	303850
1729	231464	303713
1730	231599	303580
1731	231730	303444
1732	231863	303308
1733	231995	303172
1734	232128	303037
1735	232262	302904
1736	232396	302771
1737	232528	302635
1738	232661	302500
1739	232797	302369
1740	232932	302236
1741	233062	302097
1742	233198	301966
1743	233329	301829
1744	233463	301696
1745	233595	301560
1746	233728	301426
1747	233859	301288
1748	233993	301155
1749	234130	301025
1750	234264	300892
1751	234397	300756
1752	234534	300626
1753	234669	300494
1754	234801	300358
1755	234939	300230
1756	235074	300098
1757	235214	299971
1758	235350	299841
1759	235487	299711
1760	235622	299579
1761	235755	299443
1762	235886	299306
1763	236024	299178
1764	236160	299047
1765	236293	298912
1766	236427	298779
1767	236566	298651
1768	236711	298531
1769	236850	298405
1770	236984	298271
1771	237120	298140
1772	237257	298010
1773	237392	297878
1774	237528	297747
1775	237665	297616
1776	237799	297483
1777	237930	297346
1778	238070	297219
1779	238203	297084
1780	238339	296953
1781	238471	296817
1782	238610	296690
1783	238744	296557
1784	238879	296424
1785	239011	296288
1786	239150	296161
1787	239283	296026
1788	239418	295894
1789	239553	295760
1790	239689	295629
1791	239825	295499
1792	239957	295363
1793	240090	295228
1794	240224	295094
1795	240358	294961
1796	240490	294825
1797	240625	294692
1798	240762	294562
1799	240896	294428
1800	241029	294293
1801	241164	294162
1802	241296	294025
1803	241429	293890
1804	241562	293756
1805	241697	293623
1806	241829	293487
1807	241960	293350
1808	242092	293214
1809	242221	293075
1810	242354	292939
1811	242491	292809
1812	242627	292678
1813	242760	292543
1814	242894	292410
1815	243030	292279
1816	243167	292149
1817	243303	292017
1818	243437	291884
1819	243572	291751
1820	243708	291620
1821	243840	291484
1822	243976	291353
1823	244110	291219
1824	244247	291089
1825	244380	290954
1826	244514	290820
1827	244650	290689
1828	244784	290556
1829	244917	290421
1830	245055	290292
1831	245188	290158
1832	245322	290023
1833	245458	289892
1834	245595	289762
1835	245729	289629
1836	245865	289497
1837	245998	289362
1838	246133	289230
1839	246267	289096
1840	246401	288962
1841	246537	288831
1842	246675	288702
1843	246808	288567
1844	246942	288433
1845	247079	288304
1846	247217	288175
1847	247353	288043
1848	247488	287910
1849	247626	287781
1850	247759	287647
1851	247894	287514
1852	248031	287384
1853	248163	287248
1854	248297	287114
1855	248433	286983
1856	248571	286854
1857	248707	286723
1858	248842	286590
1859	248974	286454
1860	249107	286319
1861	249242	286187
1862	249379	286056
1863	249515	285925
1864	249649	285791
1865	249783	285657
1866	249916	285523
1867	250046	285385
1868	250180	285251
1869	250315	285118
1870	250446	284981
1871	250578	284846
1872	250713	284712
1873	250844	284575
1874	250976	284439
1875	251106	284302
1876	251240	284167
1877	251372	284032
1878	251510	283902
1879	251645	283770
1880	251778	283635
1881	251911	283500
1882	252045	283366
1883	252177	283231
1884	252308	283094
1885	252442	282960
1886	252576	282826
1887	252707	282690
1888	252840	282554
1889	252973	282419
1890	253105	282284
1891	253239	282150
1892	253373	282016
1893	253510	281886
1894	253652	281761
1895	253784	281625
1896	253918	281492
1897	254051	281357
1898	254185	281223
1899	254319	281089
1900	254459	280963
1901	254598	280834
1902	254737	280706
1903	254873	280575
1904	255005	280438
1905	255139	280304
1906	255276	280175
1907	255410	280041
1908	255542	279905
1909	255677	279772
1910	255811	279639
1911	255946	279506
1912	256086	279378
1913	256214	279239
1914	256346	279103
1915	256481	278970
1916	256616	278837
1917	256751	278704
1918	256882	278568
1919	257018	278436
1920	257154	278305
1921	257288	278171
1922	257424	278039
1923	257556	277904
1924	257693	277773
1925	257829	277641
1926	257962	277507
1927	258099	277376
1928	258232	277242
1929	258365	277107
1930	258499	276973
1931	258637	276843
1932	258771	276710
1933	258904	276575
1934	259041	276444
1935	259174	276309
1936	259313	276181
1937	259448	276049
1938	259583	275916
1939	259720	275785
1940	259855	275652
1941	259988	275517
1942	260122	275384
1943	260253	275247
1944	260392	275118
1945	260524	274983
1946	260660	274851
1947	260793	274717
1948	260926	274582
1949	261060	274447
1950	261195	274315
1951	261328	274180
1952	261459	274044
1953	261595	273911
1954	261731	273780
1955	261864	273645
1956	262000	273513
1957	262135	273380
1958	262273	273252
1959	262409	273119
1960	262544	272987
1961	262682	272857
1962	262815	272722
1963	262952	272592
1964	263090	272462
1965	263225	272329
1966	263361	272198
1967	263497	272067
1968	263633	271934
1969	263765	271799
1970	263899	271665
1971	264035	271533
1972	264169	271399
1973	264302	271265
1974	264438	271133
1975	264572	270999
1976	264706	270865
1977	264839	270731
1978	264973	270596
1979	265107	270463
1980	265243	270331
1981	265379	270200
1982	265516	270068
1983	265652	269937
1984	265787	269804
1985	265922	269671
1986	266059	269541
1987	266191	269405
1988	266324	269269
1989	266460	269138
1990	266595	269005
1991	266726	268868
1992	266859	268733
1993	266991	268598
1994	267122	268461
1995	267254	268325
1996	267389	268192
1997	267522	268057
1998	267659	267927
1999	267792	267792
2000	267927	267659
2001	268060	267525
2002	268193	267390
2003	268329	267257
2004	268464	267125
2005	268602	266995
2006	268738	266863
2007	268869	266727
2008	269001	266590
2009	269135	266457
2010	269270	266325
2011	269409	266196
2012	269546	266064
2013	269685	265936
2014	269820	265803
2015	269956	265671
2016	270091	265538
2017	270223	265402
2018	270358	265269
2019	270491	265135
2020	270631	265007
2021	270765	264873
2022	270899	264740
2023	271029	264601
2024	271164	264468
2025	271295	264332
2026	271427	264196
2027	271559	264061
2028	271691	263924
2029	271824	263790
2030	271955	263653
2031	272085	263515
2032	272217	263380
2033	272348	263243
2034	272485	263112
2035	272619	262979
2036	272751	262843
2037	272884	262708
2038	273015	262571
2039	273151	262440
2040	273291	262311
2041	273423	262175
2042	273557	262042
2043	273696	261912
2044	273834	261783
2045	273971	261652
2046	274108	261521
2047	274244	261389
2048	274379	261256
2049	274513	261122
2050	274650	260991
2051	274782	260856
2052	274916	260722
2053	275051	260588
2054	275186	260456
2055	275317	260319
2056	275454	260189
2057	275589	260055
2058	275723	259922
2059	275858	259788
2060	275991	259654
2061	276122	259517
2062	276256	259383
2063	276388	259248
2064	276520	259112
2065	276658	258982
2066	276798	258853
2067	276931	258719
2068	277064	258584
2069	277198	258450
2070	277331	258316
2071	277463	258180
2072	277600	258049
2073	277733	257914
2074	277863	257777
2075	277996	257642
2076	278128	257506
2077	278261	257371
2078	278397	257239
2079	278529	257104
2080	278664	256971
2081	278796	256835
2082	278925	256697
2083	279056	256560
2084	279189	256425
2085	279322	256291
2086	279457	256157
2087	279591	256024
2088	279723	255888
2089	279855	255753
2090	279989	255619
2091	280124	255486
2092	280257	255351
2093	280389	255215
2094	280521	255080
2095	280653	254944
2096	280784	254808
2097	280917	254673
2098	281051	254540
2099	281185	254405
2100	281317	254270
2101	281451	254136
2102	281587	254004
2103	281721	253870
2104	281851	253733
2105	281984	253598
2106	282116	253462
2107	282247	253326
2108	282379	253190
2109	282513	253056
2110	282645	252921
2111	282781	252789
2112	282915	252655
2113	283045	252518
2114	283179	252384
2115	283311	252249
2116	283446	252115
2117	283582	251983
2118	283715	251849
2119	283844	251711
2120	283978	251577
2121	284110	251442
2122	284241	251305
2123	284374	251170
2124	284511	251039
2125	284648	250908
2126	284781	250773
2127	284915	250639
2128	285050	250506
2129	285180	250370
2130	285312	250234
2131	285445	250099
2132	285578	249965
2133	285710	249828
2134	285843	249694
2135	285973	249557
2136	286107	249423
2137	286239	249287
2138	286371	249152
2139	286506	249019
2140	286641	248886
2141	286773	248751
2142	286905	248615
2143	287037	248480
2144	287170	248345
2145	287306	248213
2146	287442	248081
2147	287577	247948
2148	287710	247814
2149	287840	247676
2150	287972	247540
2151	288103	247405
2152	288233	247268
2153	288366	247132
2154	288497	246996
2155	288630	246862
2156	288765	246728
2157	288896	246592
2158	289031	246460
2159	289167	246328
2160	289300	246192
2161	289429	246055
2162	289562	245920
2163	289694	245784
2164	289826	245649
2165	289959	245515
2166	290093	245381
2167	290222	245243
2168	290356	245109
2169	290490	244975
2170	290624	244842
2171	290753	244704
2172	290886	244569
2173	291018	244434
2174	291153	244300
2175	291283	244164
2176	291415	244028
2177	291548	243894
2178	291686	243763
2179	291821	243631
2180	291954	243496
2181	292090	243363
2182	292228	243233
2183	292360	243098
2184	292495	242965
2185	292633	242834
2186	292767	242700
2187	292900	242566
2188	293037	242434
2189	293169	242300
2190	293304	242167
2191	293442	242036
2192	293577	241903
2193	293712	241770
2194	293845	241635
2195	293979	241501
2196	294111	241366
2197	294243	241231
2198	294378	241098
2199	294511	240963
2200	294644	240829
2201	294780	240697
2202	294919	240567
2203	295055	240435
2204	295188	240301
2205	295320	240165
2206	295457	240034
2207	295602	239909
2208	295735	239774
2209	295867	239638
2210	296001	239505
2211	296138	239374
2212	296271	239239
2213	296402	239103
2214	296543	238975
2215	296686	238848
2216	296830	238722
2217	296973	238596
2218	297108	238463
2219	297243	238330
2220	297377	238196
2221	297509	238061
2222	297642	237926
2223	297774	237791
2224	297908	237657
2225	298043	237524
2226	298178	237391
2227	298312	237257
2228	298444	237122
2229	298578	236988
2230	298716	236857
2231	298848	236721
2232	298982	236588
2233	299118	236456
2234	299251	236321
2235	299383	236186
2236	299518	236053
2237	299657	235923
2238	299792	235790
2239	299926	235656
2240	300062	235524
2241	300196	235390
2242	300332	235258
2243	300467	235124
2244	300601	234991
2245	300734	234856
2246	300872	234725
2247	301006	234592
2248	301140	234458
2249	301274	234324
2250	301405	234188
2251	301540	234055
2252	301672	233920
2253	301806	233786
2254	301942	233653
2255	302075	233519
2256	302210	233386
2257	302341	233250
2258	302478	233118
2259	302613	232985
2260	302749	232853
2261	302883	232719
2262	303014	232583
2263	303146	232448
2264	303282	232315
2265	303417	232182
2266	303555	232051
2267	303690	231919
2268	303823	231784
2269	303955	231648
2270	304088	231514
2271	304218	231377
2272	304353	231244
2273	304486	231109
2274	304623	230978
2275	304757	230844
2276	304896	230714
2277	305026	230577
2278	305162	230444
2279	305294	230309
2280	305428	230175
2281	305562	230042
2282	305698	229910
2283	305834	229777
2284	305967	229642
2285	306103	229510
2286	306241	229379
2287	306376	229246
2288	306511	229113
2289	306647	228981
2290	306784	228849
2291	306920	228717
2292	307056	228584
2293	307190	228451
2294	307323	228316
2295	307459	228183
2296	307596	228052
2297	307731	227919
2298	307864	227785
2299	307996	227649
2300	308133	227517
2301	308267	227384
2302	308402	227250
2303	308539	227119
2304	308677	226988
2305	308811	226854
2306	308944	226720
2307	309076	226584
2308	309210	226451
2309	309340	226313
2310	309476	226181
2311	309610	226048
2312	309742	225912
2313	309875	225778
2314	310006	225642
2315	310137	225505
2316	310270	225371
2317	310403	225236
2318	310535	225101
2319	310666	224965
2320	310797	224829
2321	310929	224693
2322	311059	224557
2323	311191	224421
2324	311323	224286
2325	311455	224151
2326	311590	224018
2327	311724	223884
2328	311859	223751
2329	311993	223617
2330	312127	223483
2331	312261	223349
2332	312393	223214
2333	312525	223079
2334	312656	222943
2335	312790	222809
2336	312924	222675
2337	313056	222540
2338	313188	222405
2339	313318	222268
2340	313453	222135
2341	313585	222000
2342	313721	221868
2343	313853	221732
2344	313985	221597
2345	314119	221463
2346	314259	221334
2347	314394	221200
2348	314530	221068
2349	314662	220933
2350	314796	220799
2351	314932	220666
2352	315063	220531
2353	315198	220397
2354	315329	220262
2355	315462	220127
2356	315598	219994
2357	315730	219859
2358	315865	219726
2359	315996	219590
2360	316128	219455
2361	316261	219320
2362	316394	219186
2363	316526	219051
2364	316665	218921
2365	316796	218785
2366	316927	218649
2367	317059	218513
2368	317196	218381
2369	317330	218248
2370	317464	218114
2371	317610	217988
2372	317744	217854
2373	317877	217720
2374	318018	217591
2375	318152	217457
2376	318283	217321
2377	318415	217186
2378	318552	217054
2379	318685	216920
2380	318823	216788
2381	318956	216654
2382	319089	216520
2383	319224	216386
2384	319358	216253
2385	319490	216117
2386	319627	215986
2387	319760	215851
2388	319895	215718
2389	320030	215585
2390	320162	215450
2391	320295	215315
2392	320432	215183
2393	320567	215050
2394	320702	214917
2395	320837	214784
2396	320974	214652
2397	321110	214519
2398	321243	214385
2399	321375	214250
2400	321513	214119
2401	321651	213988
2402	321788	213856
2403	321921	213721
2404	322057	213589
2405	322191	213455
2406	322325	213321
2407	322459	213187
2408	322596	213055
2409	322731	212922
2410	322868	212790
2411	323001	212656
2412	323137	212523
2413	323272	212390
2414	323410	212259
2415	323546	212126
2416	323683	211994
2417	323814	211858
2418	323951	211726
2419	324086	211593
2420	324222	211460
2421	324354	211326
2422	324489	211192
2423	324625	211059
2424	324759	210926
2425	324896	210794
2426	325032	210661
2427	325164	210526
2428	325297	210391
2429	325429	210256
2430	325563	210123
2431	325699	209990
2432	325834	209857
2433	325967	209722
2434	326101	209588
2435	326237	209456
2436	326377	209326
2437	326514	209194
2438	326652	209063
2439	326782	208926
2440	326916	208792
2441	327050	208658
2442	327181	208522
2443	327315	208388
2444	327447	208254
2445	327588	208124
2446	327723	207990
2447	327857	207857
2448	327993	207724
2449	328128	207591
2450	328260	207456
2451	328394	207322
2452	328527	207187
2453	328663	207055
2454	328796	206921
2455	328929	206786
2456	329061	206651
2457	329196	206517
2458	329329	206383
2459	329462	206248
2460	329598	206115
2461	329731	205981
2462	329866	205848
2463	329997	205712
2464	330128	205576
2465	330259	205441
2466	330390	205305
2467	330522	205170
2468	330653	205034
2469	330785	204899
2470	330923	204768
2471	331056	204633
2472	331186	204497
2473	331318	204362
2474	331450	204227
2475	331583	204092
2476	331718	203959
2477	331853	203825
2478	331986	203691
2479	332121	203558
2480	332253	203423
2481	332384	203287
2482	332515	203151
2483	332648	203017
2484	332777	202880
2485	332908	202744
2486	333043	202611
2487	333176	202476
2488	333313	202344
2489	333444	202209
2490	333578	202075
2491	333710	201940
2492	333841	201804
2493	333975	201670
2494	334111	201538
2495	334244	201404
2496	334376	201268
2497	334510	201134
2498	334642	200999
2499	334774	200864
2500	334905	200729
2501	335037	200593
2502	335170	200459
2503	335303	200325
2504	335442	200194
2505	335577	200061
2506	335711	199927
2507	335843	199792
2508	335979	199659
2509	336113	199525
2510	336245	199390
2511	336379	199256
2512	336510	199121
2513	336642	198985
2514	336781	198854
2515	336915	198721
2516	337047	198586
2517	337180	198451
2518	337314	198317
2519	337447	198183
2520	337580	198049
2521	337712	197913
2522	337847	197780
2523	337977	197644
2524	338108	197509
2525	338239	197373
2526	338372	197238
2527	338505	197104
2528	338639	196970
2529	338768	196834
2530	338901	196699
2531	339032	196564
2532	339167	196430
2533	339298	196295
2534	339428	196159
2535	339563	196025
2536	339698	195892
2537	339828	195756
2538	339960	195621
2539	340094	195487
2540	340225	195351
2541	340355	195215
2542	340488	195081
2543	340623	194948
2544	340759	194815
2545	340888	194678
2546	341021	194544
2547	341153	194409
2548	341291	194277
2549	341423	194142
2550	341556	194008
2551	341688	193873
2552	341820	193738
2553	341950	193602
2554	342083	193467
2555	342214	193332
2556	342346	193197
2557	342479	193062
2558	342612	192928
2559	342743	192793
2560	342876	192658
2561	343007	192523
2562	343138	192387
2563	343272	192254
2564	343405	192119
2565	343539	191985
2566	343672	191851
2567	343803	191715
2568	343939	191583
2569	344077	191451
2570	344215	191320
2571	344347	191185
2572	344481	191051
2573	344613	190916
2574	344745	190781
2575	344878	190647
2576	345013	190514
2577	345148	190380
2578	345284	190247
2579	345416	190112
2580	345552	189980
2581	345685	189845
2582	345821	189713
2583	345953	189577
2584	346086	189444
2585	346216	189307
2586	346345	189171
2587	346480	189038
2588	346612	188903
2589	346748	188770
2590	346882	188636
2591	347014	188501
2592	347146	188366
2593	347282	188234
2594	347417	188100
2595	347553	187968
2596	347689	187835
2597	347823	187701
2598	347957	187567
2599	348091	187433
2600	348223	187299
2601	348358	187165
2602	348490	187030
2603	348642	186906
2604	348776	186772
2605	348909	186638
2606	349044	186505
2607	349178	186371
2608	349311	186237
2609	349442	186101
2610	349576	185967
2611	349711	185834
2612	349846	185701
2613	349977	185565
2614	350108	185430
2615	350242	185296
2616	350376	185162
2617	350509	185028
2618	350643	184894
2619	350779	184761
2620	350913	184627
2621	351045	184493
2622	351180	184359
2623	351313	184225
2624	351448	184092
2625	351582	183958
2626	351714	183823
2627	351846	183688
2628	351984	183556
2629	352117	183422
2630	352249	183287
2631	352385	183154
2632	352517	183019
2633	352652	182886
2634	352788	182753
2635	352919	182618
2636	353054	182485
2637	353188	182351
2638	353322	182217
2639	353454	182082
2640	353586	181947
2641	353719	181813
2642	353851	181678
2643	353986	181545
2644	354120	181411
2645	354254	181277
2646	354386	181142
2647	354518	181008
2648	354652	180874
2649	354783	180739
2650	354917	180604
2651	355047	180469
2652	355181	180335
2653	355313	180200
2654	355445	180065
2655	355581	179932
2656	355714	179798
2657	355844	179662
2658	355977	179528
2659	356108	179393
2660	356243	179259
2661	356378	179126
2662	356516	178994
2663	356650	178860
2664	356789	178729
2665	356933	178600
2666	357071	178469
2667	357204	178334
2668	357338	178200
2669	357468	178064
2670	357606	177932
2671	357749	177803
2672	357890	177673
2673	358022	177538
2674	358154	177403
2675	358287	177269
2676	358419	177134
2677	358555	177001
2678	358692	176869
2679	358825	176735
2680	358958	176600
2681	359090	176465
2682	359225	176332
2683	359362	176199
2684	359500	176068
2685	359633	175934
2686	359766	175799
2687	359902	175666
2688	360034	175531
2689	360169	175398
2690	360300	175262
2691	360433	175128
2692	360565	174994
2693	360699	174860
2694	360836	174727
2695	360968	174592
2696	361102	174459
2697	361236	174325
2698	361370	174191
2699	361501	174056
2700	361635	173922
2701	361767	173787
2702	361899	173652
2703	362034	173519
2704	362167	173385
2705	362300	173250
2706	362433	173116
2707	362571	172984
2708	362705	172850
2709	362835	172714
2710	362969	172581
2711	363102	172447
2712	363240	172315
2713	363371	172179
2714	363501	172044
2715	363634	171909
2716	363766	171774
2717	363899	171640
2718	364033	171506
2719	364170	171374
2720	364306	171241
2721	364440	171107
2722	364575	170974
2723	364709	170840
2724	364844	170707
2725	364979	170573
2726	365114	170440
2727	365244	170304
2728	365380	170171
2729	365512	170036
2730	365645	169902
2731	365776	169767
2732	365908	169632
2733	366041	169498
2734	366171	169362
2735	366304	169228
2736	366435	169093
2737	366571	168960
2738	366705	168826
2739	366840	168693
2740	366975	168559
2741	367110	168426
2742	367242	168291
2743	367378	168158
2744	367513	168025
2745	367649	167892
2746	367783	167758
2747	367916	167624
2748	368051	167491
2749	368185	167356
2750	368320	167223
2751	368453	167089
2752	368591	166957
2753	368725	166823
2754	368859	166689
2755	368993	166555
2756	369130	166423
2757	369263	166288
2758	369397	166155
2759	369532	166021
2760	369668	165888
2761	369804	165755
2762	369939	165622
2763	370073	165488
2764	370209	165355
2765	370345	165223
2766	370480	165089
2767	370614	164955
2768	370749	164822
2769	370887	164690
2770	371022	164556
2771	371159	164423
2772	371295	164291
2773	371429	164157
2774	371569	164026
2775	371701	163891
2776	371835	163757
2777	371970	163624
2778	372106	163491
2779	372240	163357
2780	372375	163223
2781	372508	163089
2782	372642	162955
2783	372776	162821
2784	372911	162688
2785	373045	162554
2786	373179	162420
2787	373313	162287
2788	373446	162152
2789	373581	162019
2790	373718	161886
2791	373852	161752
2792	373989	161620
2793	374126	161487
2794	374265	161355
2795	374405	161224
2796	374546	161093
2797	374677	160958
2798	374814	160826
2799	374946	160691
2800	375077	160556
2801	375210	160421
2802	375345	160288
2803	375477	160153
2804	375615	160021
2805	375752	159888
2806	375885	159754
2807	376017	159620
2808	376155	159487
2809	376291	159354
2810	376424	159220
2811	376561	159087
2812	376695	158953
2813	376832	158821
2814	376967	158688
2815	377104	158555
2816	377241	158422
2817	377381	158291
2818	377519	158159
2819	377657	158027
2820	377790	157892
2821	377923	157758
2822	378063	157626
2823	378193	157491
2824	378329	157358
2825	378462	157223
2826	378596	157090
2827	378732	156957
2828	378869	156824
2829	379001	156689
2830	379138	156556
2831	379272	156422
2832	379411	156291
2833	379545	156157
2834	379676	156022
2835	379809	155887
2836	379945	155754
2837	380081	155621
2838	380219	155489
2839	380357	155357
2840	380496	155225
2841	380629	155090
2842	380763	154957
2843	380895	154822
2844	381030	154689
2845	381164	154555
2846	381298	154421
2847	381434	154288
2848	381571	154155
2849	381704	154021
2850	381837	153886
2851	381971	153752
2852	382104	153618
2853	382238	153484
2854	382376	153352
2855	382510	153218
2856	382645	153084
2857	382778	152950
2858	382913	152817
2859	383046	152682
2860	383183	152550
2861	383322	152418
2862	383454	152283
2863	383590	152150
2864	383725	152016
2865	383859	151883
2866	383992	151748
2867	384126	151614
2868	384259	151480
2869	384394	151346
2870	384527	151212
2871	384660	151078
2872	384796	150945
2873	384931	150811
2874	385063	150676
2875	385196	150542
2876	385336	150411
2877	385467	150276
2878	385602	150142
2879	385736	150008
2880	385869	149874
2881	386005	149741
2882	386140	149607
2883	386274	149473
2884	386412	149341
2885	386549	149208
2886	386684	149074
2887	386819	148941
2888	386955	148808
2889	387090	148675
2890	387225	148541
2891	387357	148406
2892	387494	148273
2893	387630	148140
2894	387764	148006
2895	387896	147871
2896	388030	147738
2897	388163	147603
2898	388298	147470
2899	388431	147336
2900	388568	147203
2901	388703	147069
2902	388839	146936
2903	388974	146802
2904	389107	146668
2905	389243	146535
2906	389381	146403
2907	389517	146269
2908	389654	146137
2909	389788	146003
2910	389922	145869
2911	390056	145735
2912	390193	145602
2913	390328	145469
2914	390464	145335
2915	390601	145202
2916	390734	145068
2917	390869	144935
2918	391002	144800
2919	391138	144667
2920	391272	144533
2921	391405	144399
2922	391538	144265
2923	391670	144130
2924	391804	143996
2925	391939	143862
2926	392073	143728
2927	392206	143594
2928	392343	143461
2929	392476	143327
2930	392608	143192
2931	392743	143059
2932	392880	142926
2933	393017	142793
2934	393151	142659
2935	393288	142526
2936	393426	142394
2937	393560	142260
2938	393693	142126
2939	393827	141992
2940	393965	141859
2941	394098	141725
2942	394235	141592
2943	394372	141459
2944	394509	141326
2945	394644	141193
2946	394781	141060
2947	394914	140925
2948	395047	140791
2949	395182	140658
2950	395318	140525
2951	395454	140391
2952	395591	140258
2953	395723	140124
2954	395861	139991
2955	395994	139857
2956	396128	139723
2957	396261	139589
2958	396396	139455
2959	396530	139321
2960	396668	139189
2961	396801	139054
2962	396936	138921
2963	397070	138787
2964	397207	138654
2965	397341	138520
2966	397475	138386
2967	397612	138253
2968	397746	138119
2969	397880	137985
2970	398013	137851
2971	398147	137717
2972	398280	137582
2973	398413	137448
2974	398546	137314
2975	398677	137179
2976	398810	137044
2977	398942	136910
2978	399075	136776
2979	399210	136642
2980	399339	136506
2981	399471	136372
2982	399607	136239
2983	399740	136104
2984	399874	135970
2985	400005	135835
2986	400140	135702
2987	400273	135567
2988	400405	135433
2989	400535	135297
2990	400669	135163
2991	400801	135029
2992	400937	134896
2993	401069	134761
2994	401201	134626
2995	401338	134494
2996	401475	134360
2997	401611	134227
2998	401742	134092
2999	401875	133958
3000	402005	133823
3001	402138	133689
3002	402273	133555
3003	402406	133421
3004	402541	133287
3005	402671	133152
3006	402800	133016
3007	402934	132882
3008	403067	132748
3009	403199	132613
3010	403328	132478
3011	403459	132343
3012	403592	132209
3013	403725	132074
3014	403859	131940
3015	403993	131806
3016	404132	131674
3017	404267	131541
3018	404404	131408
3019	404543	131275
3020	404675	131141
3021	404806	131006
3022	404936	130871
3023	405068	130736
3024	405203	130602
3025	405334	130467
3026	405469	130334
3027	405600	130199
3028	405735	130065
3029	405865	129930
3030	405998	129796
3031	406131	129661
3032	406263	129527
3033	406397	129393
3034	406533	129260
3035	406663	129125
3036	406799	128991
3037	406930	128856
3038	407061	128722
3039	407193	128587
3040	407327	128453
3041	407460	128319
3042	407597	128186
3043	407729	128051
3044	407863	127917
3045	407995	127783
3046	408127	127648
3047	408258	127513
3048	408392	127379
3049	408528	127246
3050	408664	127113
3051	408796	126978
3052	408924	126843
3053	409056	126708
3054	409188	126573
3055	409325	126440
3056	409459	126306
3057	409590	126172
3058	409720	126037
3059	409855	125903
3060	409999	125772
3061	410134	125639
3062	410267	125504
3063	410397	125369
3064	410532	125235
3065	410665	125101
3066	410797	124967
3067	410929	124832
3068	411062	124698
3069	411191	124562
3070	411323	124428
3071	411455	124293
3072	411591	124160
3073	411726	124026
3074	411862	123893
3075	411994	123758
3076	412129	123625
3077	412265	123492
3078	412397	123357
3079	412531	123223
3080	412667	123090
3081	412801	122956
3082	412936	122822
3083	413068	122688
3084	413203	122554
3085	413336	122420
3086	413473	122287
3087	413611	122154
3088	413746	122021
3089	413879	121886
3090	414014	121753
3091	414148	121619
3092	414280	121484
3093	414413	121350
3094	414549	121217
3095	414684	121083
3096	414816	120949
3097	414948	120814
3098	415082	120680
3099	415215	120546
3100	415347	120411
3101	415482	120278
3102	415617	120144
3103	415750	120010
3104	415886	119877
3105	416018	119742
3106	416156	119609
3107	416291	119476
3108	416426	119342
3109	416559	119208
3110	416693	119074
3111	416827	118940
3112	416973	118810
3113	417116	118678
3114	417258	118546
3115	417391	118412
3116	417530	118280
3117	417663	118146
3118	417798	118012
3119	417933	117878
3120	418069	117745
3121	418200	117610
3122	418337	117477
3123	418472	117343
3124	418610	117210
3125	418740	117075
3126	418874	116941
3127	419010	116808
3128	419146	116675
3129	419280	116541
3130	419417	116408
3131	419554	116275
3132	419684	116140
3133	419816	116005
3134	419947	115870
3135	420078	115735
3136	420211	115601
3137	420342	115466
3138	420479	115333
3139	420613	115199
3140	420745	115065
3141	420880	114931
3142	421012	114797
3143	421145	114663
3144	421278	114528
3145	421410	114394
3146	421551	114262
3147	421684	114128
3148	421816	113993
3149	421952	113860
3150	422087	113726
3151	422220	113592
3152	422357	113459
3153	422489	113324
3154	422625	113191
3155	422754	113056
3156	422886	112921
3157	423021	112787
3158	423154	112653
3159	423284	112518
3160	423414	112383
3161	423550	112250
3162	423680	112115
3163	423813	111980
3164	423943	111846
3165	424076	111711
3166	424212	111578
3167	424344	111443
3168	424475	111309
3169	424606	111174
3170	424740	111040
3171	424870	110905
3172	425003	110771
3173	425133	110636
3174	425268	110502
3175	425398	110367
3176	425533	110234
3177	425664	110099
3178	425797	109965
3179	425930	109831
3180	426064	109697
3181	426196	109562
3182	426331	109429
3183	426465	109295
3184	426595	109160
3185	426728	109026
3186	426858	108891
3187	426988	108756
3188	427118	108621
3189	427251	108487
3190	427384	108352
3191	427516	108218
3192	427653	108085
3193	427782	107950
3194	427915	107815
3195	428045	107681
3196	428180	107547
3197	428316	107413
3198	428452	107280
3199	428585	107146
3200	428718	107012
3201	428852	106878
3202	428987	106744
3203	429124	106611
3204	429259	106477
3205	429392	106343
3206	429527	106209
3207	429658	106075
3208	429795	105942
3209	429929	105808
3210	430063	105674
3211	430199	105540
3212	430330	105406
