iter	AUC	Logloss
65	0.7879578875	0.248338201
66	0.7891518244	0.2476000062
67	0.7886900041	0.2470985427
68	0.7887309347	0.246722182
69	0.7894245919	0.245935341
70	0.7895975815	0.2453783477
71	0.7898422382	0.2449912523
72	0.789489463	0.2444656225
73	0.789806868	0.2438421082
74	0.7899350656	0.2433004217
75	0.79068479	0.2426882851
76	0.7910281434	0.2422146188
77	0.7918416577	0.2416562572
78	0.7925048873	0.2412877939
79	0.7925000992	0.2407660239
80	0.7927104669	0.2403616676
81	0.7925887564	0.2399936474
82	0.792830324	0.2395979358
83	0.7932618711	0.2392112301
84	0.7937428439	0.2387476937
85	0.7943761093	0.2384758357
86	0.7955549096	0.237938978
87	0.7959998944	0.2375071923
88	0.7967920939	0.2371230153
89	0.7966833576	0.2368551572
90	0.79688245	0.2364819269
91	0.7980345296	0.2361052222
92	0.7985952012	0.2357505319
93	0.7989896792	0.235493438
94	0.7993106366	0.2352514289
95	0.7996811741	0.2350004809
96	0.8008992059	0.2346109701
97	0.8014431963	0.2343869251
98	0.8019701967	0.2341451522
99	0.8020506677	0.2338400129
100	0.8025498662	0.2334171485
101	0.8029248828	0.2331137676
102	0.8037499813	0.2326867903
103	0.8037814901	0.2324480088
104	0.8046223429	0.2321389241
105	0.8049374311	0.2317732684
106	0.8051959887	0.2316163288
107	0.8055181817	0.2313791799
108	0.8061120611	0.2311408538
109	0.8066934296	0.2308895457
110	0.8069231041	0.2306533744
111	0.8070256622	0.2304355725
112	0.8070377097	0.2301681658
113	0.8073421405	0.2298386535
114	0.808153029	0.2295123529
115	0.8090732717	0.229214012
116	0.8097432974	0.2289115392
117	0.810248983	0.2287300761
118	0.8108224742	0.2285406636
119	0.8109596303	0.2284156062
120	0.81111841	0.228240994
121	0.8120309299	0.2279911704
122	0.8125205522	0.2276984124
123	0.8134474364	0.227409584
124	0.8144010414	0.2271190628
125	0.8145879319	0.2269189114
126	0.8150628809	0.226724321
127	0.8153375019	0.226607678
128	0.8165465754	0.2262835052
129	0.8169093901	0.2261578175
130	0.8178509476	0.2258021956
131	0.8180849468	0.2256458461
132	0.818387833	0.2254610915
133	0.8190918388	0.2252374389
134	0.8195329622	0.2250067407
135	0.8200913169	0.2247320038
136	0.8201070713	0.2245421265
137	0.8202457718	0.224387698
138	0.8205699728	0.2242427733
139	0.8210654643	0.2240109623
140	0.821428588	0.2237477917
141	0.8220393029	0.2234989154
142	0.8221861896	0.2233114823
143	0.8225119351	0.2231505653
144	0.8227063939	0.2229643657
145	0.8230154583	0.2228219694
146	0.8233846057	0.2226727847
147	0.8235815358	0.2225315887
148	0.8241789676	0.2223163569
149	0.8241993556	0.2221460235
150	0.8245095012	0.2220495051
151	0.8247121461	0.2218705366
152	0.8253742946	0.2216546267
153	0.8257479212	0.221491521
154	0.8260083322	0.2213518115
155	0.8263643509	0.2212083695
156	0.8266406709	0.221059738
157	0.8266633757	0.2209192238
158	0.8266934945	0.2207916271
159	0.8268124248	0.2206449991
160	0.827293552	0.2204676356
161	0.8275365097	0.2203130965
162	0.8278789363	0.2201902715
163	0.8284229267	0.220003487
164	0.8285250215	0.2198828882
165	0.8286475043	0.2197926769
166	0.8288743986	0.2196428766
167	0.8294358424	0.2194322255
168	0.8296316913	0.2192561235
169	0.829950023	0.219068084
170	0.8308043134	0.2187785997
171	0.8310919086	0.218639786
172	0.8314789727	0.2185119744
173	0.8318163024	0.2183893067
174	0.8320754778	0.2181978732
175	0.8327007115	0.2180063712
176	0.8328804971	0.2178771781
177	0.8331342666	0.2177467823
178	0.8333325868	0.2176104455
179	0.8335055764	0.2175055201
180	0.8335766257	0.2174025222
181	0.8337928626	0.2172562371
182	0.8338765772	0.217150183
183	0.8341575308	0.2170618636
184	0.834671248	0.2168527518
185	0.8350091955	0.2167352478
186	0.8353508499	0.2165800018
187	0.835921561	0.2164091183
188	0.83603802	0.2163158721
189	0.8361211168	0.2162274867
190	0.836629737	0.2160573322
191	0.8371283176	0.2158562654
192	0.8375005541	0.2157032014
193	0.8377268306	0.2155750738
194	0.8379322557	0.2154649906
195	0.8384067414	0.2153348809
196	0.8385927052	0.2152543774
197	0.8388055441	0.2151291533
198	0.8391963152	0.2149948338
199	0.8394553362	0.2148850238
200	0.8397240878	0.2147811833
201	0.8400651244	0.2146750098
202	0.8404202164	0.2144877397
203	0.840951387	0.2143267005
204	0.8411226776	0.2142467048
205	0.8414369934	0.2141451142
206	0.8419284691	0.2140048781
207	0.8421474863	0.2138502534
208	0.8423492045	0.2137174672
209	0.8428341931	0.2135686293
210	0.8430647943	0.2134063553
211	0.8432865917	0.213233317
212	0.8437040834	0.2130625456
213	0.8442826717	0.2128430802
214	0.8447293555	0.2126895737
215	0.844832377	0.2126114921
216	0.8450578812	0.212513663
217	0.8456015627	0.2122542582
218	0.8460388247	0.2120926216
219	0.8463917543	0.2119539455
220	0.8466180309	0.211845564
221	0.8469169012	0.2117077943
222	0.8469922752	0.2116051852
223	0.847245118	0.2114907247
224	0.8478427043	0.2112501548
225	0.8481327707	0.2111217304
226	0.8484707182	0.2109881637
227	0.8489685266	0.210779451
228	0.8495063388	0.2105816586
229	0.8498152487	0.2104195741
230	0.8499596641	0.2103050512
231	0.8501964436	0.210185604
232	0.8506757173	0.210031498
233	0.8508867028	0.209852952
234	0.8512756204	0.2096513588
235	0.8516846172	0.2095380127
236	0.851906569	0.2094284377
237	0.8519854954	0.2093515808
238	0.852191075	0.2092668979
239	0.8524446901	0.2091000158
240	0.8527325941	0.208949605
241	0.8533955148	0.2087422727
242	0.8535946073	0.2086754887
243	0.8539398142	0.2085500065
244	0.8545403351	0.2083438012
245	0.8546963346	0.2082485218
246	0.8551703569	0.2080138724
247	0.8554360194	0.207892215
248	0.8556026763	0.2077904387
249	0.8557353532	0.2076604165
250	0.8559701247	0.207584443
251	0.8560314433	0.2074687752
252	0.8565429982	0.2072578099
253	0.85683013	0.2071549279
254	0.8569743909	0.2069984301
255	0.8571243667	0.2068894701
256	0.8573636174	0.2067227524
257	0.8575875771	0.2066489708
258	0.8577177827	0.206528379
259	0.8580771994	0.2063883974
260	0.8584923743	0.2061887365
261	0.8587049044	0.2060719818
262	0.8591009269	0.2059556715
263	0.8595020465	0.2057824789
264	0.8596101649	0.2056502772
265	0.8599586153	0.2055123191
266	0.8603232835	0.2053605757
267	0.8604928751	0.2052405868
268	0.8607988504	0.2050709904
269	0.8613749674	0.2048979756
270	0.8614399929	0.2048341773
271	0.8616038697	0.2047563038
272	0.8616409388	0.2046340842
273	0.8618509976	0.2045323111
274	0.86196792	0.204423448
275	0.8623030873	0.2042330327
276	0.8624600135	0.2041370261
277	0.8627179533	0.204003575
278	0.8628527925	0.203949285
279	0.8628927964	0.2038899775
280	0.8630262455	0.2037757374
281	0.8633623395	0.2036438923
282	0.8635569527	0.2035404731
283	0.8638077876	0.2034422519
284	0.8639542109	0.2033703451
285	0.864151141	0.2032604634
286	0.8643221226	0.2030762344
287	0.8644742608	0.2029454048
288	0.8648481963	0.2028016663
289	0.8650744728	0.2026538557
290	0.8651689992	0.202529945
291	0.8652474623	0.2024435873
292	0.8655965306	0.2022726983
293	0.8658628109	0.2021641244
294	0.8663796173	0.2019718898
295	0.8666443531	0.2018856163
296	0.8668227486	0.2017260049
297	0.8671410802	0.2015508358
298	0.8673673568	0.2014086542
299	0.8676543341	0.2012954689
300	0.8681746929	0.2010772872
301	0.8683415043	0.2009865647
302	0.8684377297	0.200915815
303	0.8688484255	0.200749335
304	0.8691494582	0.2005838596
305	0.8696478844	0.2003965602
306	0.869841262	0.2002623319
307	0.8700808217	0.2000951863
308	0.8704490423	0.199918598
309	0.870637014	0.1998040739
310	0.8708154095	0.1997031034
311	0.8709992109	0.1995916747
312	0.8714953202	0.1994277935
313	0.8718695646	0.1992641915
314	0.8725300141	0.1990215356
315	0.8728169914	0.1988763475
316	0.8729461158	0.1987478681
317	0.8733157265	0.1985700973
318	0.8735727396	0.198410062
319	0.8743037749	0.1982048163
320	0.8743689549	0.1981357997
321	0.874780114	0.1980012602
322	0.8752328216	0.1978328941
323	0.8754964762	0.1976633833
324	0.8759843994	0.1974906645
325	0.8764981167	0.1973189791
326	0.8766195183	0.1972233335
327	0.8767835494	0.1971354155
328	0.8770770139	0.1969700657
329	0.8773902485	0.1968211158
330	0.8777266515	0.1966600233
331	0.8780922464	0.1965059013
332	0.8785600905	0.1963062759
333	0.8787080583	0.1961627021
334	0.8788306956	0.1960801644
335	0.8790257722	0.1959751902
336	0.879213435	0.1958221968
337	0.8794125274	0.1957022556
338	0.8795799566	0.195604745
339	0.8798758923	0.1954294969
340	0.8800573769	0.1953099184
341	0.8805689318	0.1951187797
342	0.880739759	0.1949858596
343	0.8808548279	0.1948879984
344	0.8809952275	0.1947688125
345	0.8811771754	0.1946714563
346	0.8812596544	0.1945624987
347	0.8814711033	0.1944071439
348	0.8816386869	0.1943060151
349	0.8817522113	0.1941813542
350	0.8820883053	0.1940473112
351	0.8823877935	0.193881006
352	0.882626272	0.1937504375
353	0.8830829953	0.1936047602
354	0.8833336757	0.1934732489
355	0.8836197263	0.1933326415
356	0.8838733414	0.1932249563
357	0.8841028614	0.1930970309
358	0.8843130747	0.1929624663
359	0.8845364165	0.1928189157
360	0.8847653188	0.192682438
361	0.884968736	0.192568709
362	0.885229456	0.1924534576
363	0.8853775783	0.1923317334
364	0.8854875502	0.1922558758
365	0.8860082179	0.192061226
366	0.8861974253	0.1919340236
367	0.8865182282	0.191738813
368	0.8868503064	0.1915689418
369	0.8873482692	0.1913530079
370	0.8874134492	0.1912888688
371	0.8875970962	0.1911521932
372	0.8877747194	0.1910295778
373	0.8879991425	0.1908213547
374	0.8883577869	0.1905934849
375	0.8885812832	0.1904775463
376	0.8889371475	0.1903317473
377	0.8889969216	0.1902435903
378	0.8892213446	0.1900998347
379	0.8895047695	0.1899793582
380	0.8896939768	0.1898706787
381	0.8900845934	0.1896883994
382	0.890514905	0.1895169843
383	0.8907523023	0.1893875265
384	0.8910235252	0.1892366113
385	0.8910667726	0.1891722619
386	0.8914090448	0.189040848
387	0.8917730951	0.188858419
388	0.8918733364	0.1887485195
389	0.8920500329	0.1886575236
390	0.8921573791	0.1885782603
391	0.8923628042	0.1884668995
392	0.8925373383	0.1883478272
393	0.8926428311	0.1882897121
394	0.8931377048	0.188033414
395	0.8932439698	0.1879482562
396	0.8933903931	0.1878660798
397	0.8935335729	0.1877840207
398	0.893678915	0.187669333
399	0.8939251162	0.187554006
400	0.8941032028	0.1874283641
401	0.8942888577	0.1873045959
402	0.8948286778	0.1870471243
403	0.8949610457	0.1869226269
404	0.8952169776	0.1867896295
405	0.8955079707	0.1866339872
406	0.8956097565	0.1865528674
407	0.8958468449	0.1864349438
408	0.8961574539	0.1862892658
409	0.8964163204	0.1861697882
410	0.8965928624	0.1860216112
411	0.896788248	0.1858669402
412	0.8968681012	0.1857611968
413	0.8970966945	0.1856271161
414	0.8972480604	0.1854943507
415	0.8973878421	0.1854152435
416	0.8975560436	0.185313152
417	0.8979015594	0.1851558134
418	0.89797647	0.1851000983
419	0.8983565837	0.1848890819
420	0.8989727046	0.1846280804
421	0.899075726	0.184535512
422	0.899341543	0.184353727
423	0.8994888931	0.1842233937
424	0.8996723856	0.1841189723
425	0.8998985076	0.1840185462
426	0.9002492749	0.1838335038
427	0.9004411079	0.1836924729
428	0.9005598838	0.1835878274
429	0.9006752617	0.1835158478
430	0.9010681951	0.183331659
431	0.9013590338	0.1832002625
432	0.9014728671	0.183115328
433	0.9015721817	0.1830297795
434	0.9018135948	0.1829166915
435	0.9019404023	0.1827864631
436	0.9022737161	0.1826461083
437	0.9023725673	0.1825589261
438	0.9026488873	0.1824281914
439	0.9029255161	0.1822421489
440	0.9032339627	0.1821266193
441	0.9033904256	0.1820487173
442	0.9035643418	0.1819145838
443	0.9037218859	0.1818195243
444	0.9041208431	0.1816421181
445	0.9042719001	0.1815250069
446	0.9044251194	0.181401599
447	0.904575713	0.1812291523
448	0.9050430937	0.1809745153
449	0.9052167011	0.1808627272
450	0.9053058216	0.1807818268
451	0.9055110923	0.1806761352
452	0.9056243078	0.1806035286
453	0.9056947392	0.1805295497
454	0.905865103	0.1803871329
455	0.9062500048	0.1802025362
456	0.9065851721	0.1800298292
457	0.9067366924	0.1799235851
458	0.9070096144	0.1797426588
459	0.9073589915	0.1795913863
460	0.9075690503	0.1794692864
461	0.9078062931	0.1792903345
462	0.9081077892	0.1791618235
463	0.9083007034	0.1790407941
464	0.9084747742	0.1789184114
465	0.9087836841	0.1787753411
466	0.9089460163	0.1786723662
467	0.9091194692	0.1785640894
468	0.9091628711	0.1785038192
469	0.9093387953	0.1783882904
470	0.9094044386	0.178323129
471	0.9094998918	0.178218409
472	0.9096090915	0.1781265582
473	0.9098395383	0.1780048053
474	0.9099354548	0.1779156934
475	0.9101119968	0.177796986
476	0.9103385823	0.1776381801
477	0.91048516	0.1775481149
478	0.910646411	0.177454404
479	0.9108451946	0.1773291083
480	0.9108844261	0.177278689
481	0.9109783348	0.1771930883
482	0.911037491	0.1771077347
483	0.9112887892	0.1769582933
484	0.9114350581	0.1768687964
485	0.9116597901	0.176714228
486	0.9117022652	0.1766658703
487	0.9119237536	0.176537654
488	0.9120536502	0.1764441303
489	0.9121596063	0.1763595306
490	0.9122515071	0.1762960814
491	0.9126055178	0.1760658663
492	0.9126567969	0.1760210093
493	0.9127758817	0.1759554119
494	0.9129624633	0.1758405114
495	0.9129680237	0.1757885905
496	0.9132744623	0.1756362268
497	0.9134465251	0.1754757171
498	0.9135660733	0.1753850911
499	0.9136530314	0.1753225946
500	0.9137166669	0.1752404039
501	0.9139642582	0.1751146468
502	0.9142296118	0.1749611188
503	0.9144677814	0.174860484
504	0.9146418521	0.1747455855
505	0.9148874355	0.1746018771
506	0.9150100728	0.1744775517
507	0.9155440236	0.1742783585
508	0.9155500473	0.1742441791
509	0.9156516787	0.1741657038
510	0.9158651355	0.1740537455
511	0.9159309333	0.1739765286
512	0.9159642956	0.1739020613
513	0.9160225251	0.1738406245
514	0.9161854751	0.1737411613
515	0.9162766035	0.1736795956
516	0.9164273516	0.1735873663
517	0.9165584838	0.1734792663
518	0.9167442932	0.1733821949
519	0.9169339639	0.1732452629
520	0.9171727512	0.1730786476
521	0.917358715	0.1729738781
522	0.9175349481	0.172865784
523	0.9177711098	0.1726992217
524	0.9178974539	0.172602881
525	0.918298728	0.1724373656
526	0.918391092	0.1723499426
527	0.9185952815	0.1722343357
528	0.918682703	0.172152542
529	0.9188413283	0.1720480773
530	0.9189281319	0.1719821718
531	0.919030999	0.1719132012
532	0.9192393587	0.1717964268
533	0.9193528831	0.1717384859
534	0.9196899039	0.171602197
535	0.9197379393	0.1715388609
536	0.9198750954	0.1714516177
537	0.9199731743	0.1713992452
538	0.9200521007	0.1712969823
539	0.92020393	0.1711835884
540	0.9203270306	0.1710882333
541	0.9204800955	0.1709932135
542	0.9206141624	0.1709285497
543	0.9207040552	0.1708767105
544	0.9207803559	0.170771284
545	0.9209970562	0.1706397035
546	0.9211382281	0.1705405138
547	0.9213181681	0.1704474963
548	0.9214394153	0.1703645724
549	0.9215200408	0.1703024177
550	0.9218169032	0.1700786163
551	0.9219577661	0.1699306073
552	0.9221951634	0.1697762333
553	0.9222537019	0.1696963416
554	0.922395646	0.1695809565
555	0.9224748814	0.16951908
556	0.9227098074	0.1693899943
557	0.9229479769	0.1692634224
558	0.9233177421	0.1690717578
559	0.9235293454	0.1689426187
560	0.92387378	0.168750198
561	0.9239570312	0.1686566657
562	0.9241502544	0.168543311
563	0.9242574462	0.1684419747
564	0.9244369228	0.1683336982
565	0.9245362374	0.1682420686
566	0.9246102213	0.1681792158
567	0.9248672344	0.1680504629
568	0.9248559592	0.1680194749
569	0.9249946597	0.1679143678
570	0.9251662592	0.1677999903
571	0.9253889833	0.1676348948
572	0.9255573392	0.1675250526
573	0.9256473864	0.1674400133
574	0.9258860193	0.1673373647
575	0.9259905854	0.1672535134
576	0.9259998526	0.1671710583
577	0.92614087	0.1670622108
578	0.9262292183	0.1669974734
579	0.9264043702	0.1668782921
580	0.9264984333	0.1668039926
581	0.9266341992	0.1667045302
582	0.9266711139	0.1666718583
583	0.9268505906	0.1665449083
584	0.9269197864	0.1664755508
585	0.9269653507	0.1664240483
586	0.9272501656	0.166292891
587	0.9272588151	0.1662595795
588	0.9274730441	0.1661176917
589	0.9276548376	0.1660023227
590	0.9276801682	0.1659518629
591	0.9276991662	0.165887613
592	0.9277981718	0.1657950466
593	0.9279563337	0.1656593427
594	0.928173343	0.1655323886
595	0.9282621546	0.165456934
596	0.9283186851	0.1654010439
597	0.9283838651	0.165323601
598	0.9286279039	0.1651771807
599	0.9287669134	0.1650677949
600	0.9289882474	0.1649128163
601	0.9290812293	0.1648281487
602	0.9292122071	0.1647291071
603	0.9292633317	0.1646767358
604	0.9293751571	0.1646274956
605	0.9294601073	0.1645700314
606	0.9296954967	0.1644257889
607	0.9298148904	0.1643361055
608	0.9299837096	0.1642213427
609	0.9300158363	0.1641652765
610	0.9300833331	0.1640851366
611	0.9301239547	0.1640257089
612	0.9303384927	0.1638758065
613	0.9304859972	0.1637634543
614	0.9305085476	0.1637458132
615	0.9305652326	0.1636851451
616	0.9305862385	0.1636389733
617	0.9307856398	0.1635134983
618	0.9308325941	0.1634705195
619	0.9309081226	0.1633868056
620	0.9310774053	0.163292164
621	0.9311923198	0.1631732885
622	0.9313717964	0.163055743
623	0.931493198	0.1629456124
624	0.9316206234	0.16285387
625	0.9318033436	0.1627447701
626	0.9319642857	0.1626290345
627	0.9321942691	0.1624708486
628	0.9323084114	0.1623950892
629	0.9324310486	0.1623166063
630	0.9324829455	0.1622607408
631	0.9326364737	0.1621316229
632	0.9327021171	0.1620670124
633	0.932748608	0.1620208743
634	0.9329704053	0.1618752865
635	0.9331057079	0.1617770438
636	0.9331827809	0.1616843589
637	0.933232361	0.1616268901
638	0.9333234894	0.1615342598
639	0.9334050416	0.1614692146
640	0.9334357782	0.1613821921
641	0.9335369462	0.1613110187
642	0.9335536273	0.1612619048
643	0.9337283159	0.1611717258
644	0.9338063156	0.1610956482
645	0.9340041724	0.1609356322
646	0.9342068174	0.1607987687
647	0.9343972603	0.1606743561
648	0.9344985828	0.1606152604
649	0.9346752793	0.1605032005
650	0.9347648632	0.1604211532
651	0.934834059	0.1603488527
652	0.934943722	0.1602639203
653	0.9350624979	0.1601914311
654	0.9352141727	0.1600744017
655	0.9352981962	0.1600181367
656	0.9354080136	0.1599103465
657	0.9355734349	0.1597955704
658	0.9357356126	0.1596761591
659	0.9358994894	0.1595663079
660	0.9359381031	0.1595115793
661	0.9360085346	0.1594417727
662	0.9360822096	0.1593647338
663	0.9361694766	0.1592886191
664	0.9363236227	0.1591954071
665	0.9364482679	0.1591319803
666	0.9365622556	0.1590461293
667	0.9366972493	0.1589474896
668	0.9368462983	0.1588454493
669	0.9369176565	0.1587854101
670	0.9371240083	0.1586479953
671	0.9371766775	0.1585968109
672	0.9372721307	0.1585176224
673	0.937440641	0.1584007008
674	0.9375198764	0.1583384239
675	0.9375580268	0.1582926375
676	0.9377754994	0.1581739991
677	0.9378851624	0.1581008153
678	0.9379721206	0.158033313
679	0.9380084175	0.1579860025
680	0.9381001637	0.1578973801
681	0.938128429	0.1578753086
682	0.9382472049	0.1577701133
683	0.938318872	0.1577091592
684	0.9384821309	0.1576125641
685	0.9385689346	0.1575394704
686	0.9387426964	0.1574272829
687	0.9389763868	0.1572790151
688	0.9392159464	0.1571597393
689	0.9392272216	0.157146528
690	0.9395256286	0.1569534399
691	0.9395589909	0.1569236306
692	0.9396590777	0.1568391133
693	0.9398490573	0.1567050319
694	0.9399455917	0.1566265578
695	0.9399854411	0.1565748435
696	0.9401340268	0.1564918936
697	0.9401896305	0.1564331436
698	0.9403397608	0.1562697364
699	0.9404447901	0.156204015
700	0.9405074989	0.1561338898
701	0.9405983184	0.1560485101
702	0.9406740013	0.1559971753
703	0.9407436605	0.1559194627
704	0.9407683733	0.1558844417
705	0.9409422896	0.1557698529
706	0.9410187448	0.1557179659
707	0.9411035406	0.1556359675
708	0.9411322692	0.1556069999
709	0.9413692031	0.1554473381
710	0.9414122961	0.1553642633
711	0.9415948618	0.1552743965
712	0.9416677646	0.1552293425
713	0.9418677838	0.1550928904
714	0.9420123536	0.1549972568
715	0.9422116005	0.1548529055
716	0.9423750139	0.1547559483
717	0.9424320078	0.1546894314
718	0.942533948	0.1546088092
719	0.9426480903	0.1545113823
720	0.942729488	0.1544451861
721	0.9427847829	0.1543608146
722	0.9428494995	0.1542876054
723	0.9429903625	0.154197718
724	0.9430493643	0.1541426933
725	0.9431060492	0.1540837383
726	0.9431270551	0.1540366508
727	0.9431698391	0.1539675099
728	0.9433734108	0.1538169646
729	0.9434458502	0.153743633
730	0.9434988282	0.1536771016
731	0.9435757468	0.1535969734
732	0.9436974573	0.1534968276
733	0.9438395559	0.1533860627
734	0.9439255873	0.1533179618
735	0.9439991079	0.1532755555
736	0.944086066	0.1531923011
737	0.9442312537	0.1530783723
738	0.9443401444	0.152988522
739	0.9443900334	0.1529519726
740	0.9444603104	0.1528956601
741	0.9445424804	0.152822656
742	0.9447815767	0.1526959542
743	0.94482884	0.1526284392
744	0.9449720197	0.1524908116
745	0.945180225	0.1523218228
746	0.9452702723	0.1522566608
747	0.9453668066	0.1521903313
748	0.9454638043	0.1521073451
749	0.9454693647	0.1520738162
750	0.945504426	0.1520144355
751	0.9456076019	0.1519342722
752	0.9457561876	0.151806788
753	0.9458399022	0.1516987525
754	0.9458465437	0.1516563729
755	0.9460209234	0.1515159937
756	0.9461054103	0.1514516231
757	0.946159624	0.1513607782
758	0.9462725305	0.1512465329
759	0.9463862094	0.1511513445
760	0.946416637	0.1511204128
761	0.9464862962	0.1510713491
762	0.9466450759	0.1509510702
763	0.9467450083	0.1508639381
764	0.9469521324	0.1507438288
765	0.9471238863	0.1506290455
766	0.9471930821	0.1505766249
767	0.9472179494	0.1505403864
768	0.9472630502	0.1504743071
769	0.9473827528	0.1503890334
770	0.94748701	0.1502934999
771	0.9475052356	0.1502236606
772	0.9476110373	0.1501460717
773	0.9478901374	0.1499600844
774	0.9480524696	0.1498357891
775	0.9481646039	0.1497658462
776	0.9482710234	0.149656424
777	0.9483286351	0.1495946887
778	0.9484222348	0.1495068738
779	0.9484572961	0.1494574111
780	0.9485542938	0.1493204495
781	0.9486061906	0.1492829868
782	0.948630749	0.1492475123
783	0.9486743053	0.1491682518
784	0.9487305269	0.1491054573
785	0.9487654337	0.1490133379
786	0.9488548631	0.1489388722
787	0.948968542	0.148856993
788	0.9489946449	0.1488329001
789	0.9491440028	0.1487085109
790	0.9493551428	0.148548041
791	0.9494495148	0.1484527462
792	0.949645827	0.148301316
793	0.9498052246	0.1481774971
794	0.9498725669	0.1480987298
795	0.9500642455	0.1479697575
796	0.9501884273	0.1478793332
797	0.9502321381	0.1478251148
798	0.9504079078	0.1477153758
799	0.9504801928	0.1476473035
800	0.9505374956	0.1475878679
801	0.9506073092	0.1475264426
802	0.9506811387	0.1474827974
803	0.9507452375	0.1473994121
804	0.9508087185	0.1473282768
805	0.9508467144	0.1472747247
806	0.9509296567	0.1472252143
807	0.9509917476	0.1471716195
808	0.9510110545	0.1471191109
809	0.9510674306	0.1470481754
810	0.9511679807	0.1469541892
811	0.951194547	0.1469105573
812	0.9512997308	0.1467924478
813	0.9514174255	0.1467084952
814	0.9514599006	0.1466662462
815	0.9515505657	0.146607471
816	0.9516849415	0.146508394
817	0.9517895075	0.146407499
818	0.9517984659	0.1463766036
819	0.9519476694	0.1462393584
820	0.9520604215	0.1461784357
821	0.9521137085	0.1461222177
822	0.9521523223	0.1460483201
823	0.9523294821	0.1459436275
824	0.9524918143	0.1458147539
825	0.9526084278	0.1456933647
826	0.9526062654	0.1456656829
827	0.952708978	0.145581075
828	0.9527858965	0.1455125837
829	0.952873318	0.1454140387
830	0.952971088	0.1453314578
831	0.9530517135	0.1452838759
832	0.9531311034	0.1451785504
833	0.9532273288	0.1451048302
834	0.9533607779	0.1450177788
835	0.9534953082	0.1448938975
836	0.9535944683	0.1447851533
837	0.9536309197	0.1447318849
838	0.95376684	0.1446197922
839	0.9538411329	0.1445470487
840	0.9539338059	0.144476946
841	0.9540022294	0.1444103201
842	0.9541325894	0.1443093267
843	0.9541625537	0.1442602867
844	0.9542314406	0.1441705789
845	0.9542210921	0.1441286284
846	0.9543783272	0.1440152722
847	0.954466521	0.1439408918
848	0.9545074516	0.1438646057
849	0.9546546472	0.1437643232
850	0.9546918708	0.143704337
851	0.9548070942	0.1435978416
852	0.9549212365	0.1434922653
853	0.9549961471	0.1434066552
854	0.9550585469	0.1433393595
855	0.9551567803	0.1432348668
856	0.9552783363	0.1431714288
857	0.9553677658	0.1431081804
858	0.9554173458	0.1430286522
859	0.9554528705	0.1429740224
860	0.9554826803	0.1429480072
861	0.9556091789	0.1428595675
862	0.9556232343	0.1428084911
863	0.9556374441	0.1427688588
864	0.9557827863	0.1426555084
865	0.9558067268	0.14261365
866	0.9558749959	0.1425494081
867	0.9559224136	0.1424888367
868	0.9559499065	0.1424490316
869	0.956005047	0.1423737778
870	0.9560966388	0.142269977
871	0.9563009827	0.1421246593
872	0.9563539607	0.1420571404
873	0.9563918022	0.1420000084
874	0.9563930378	0.1419665735
875	0.9564974494	0.1418571169
876	0.9566346054	0.1417391128
877	0.9566990131	0.1416582583
878	0.9567328388	0.141609433
879	0.9568105296	0.1415427529
880	0.9568920819	0.1414625588
881	0.956900268	0.1414380058
882	0.9569929409	0.141363408
883	0.9570587388	0.1412800628
884	0.9571873997	0.1411827535
