iter	AUC	Logloss
885	0.9572189086	0.1411318324
886	0.9573294983	0.1410345705
887	0.9573847932	0.1409899022
888	0.9576075173	0.1408500913
889	0.9576904596	0.140779467
890	0.957706214	0.1407298648
891	0.9578327126	0.1406512689
892	0.9578422888	0.1406159752
893	0.9579863953	0.1405175723
894	0.9580866366	0.1404268904
895	0.9581839432	0.1403372164
896	0.9582248738	0.1402843275
897	0.9584258197	0.1401405093
898	0.9584758631	0.1400715688
899	0.9585201917	0.1400075965
900	0.9585428965	0.1399501441
901	0.9585812014	0.1399137457
902	0.9586347973	0.1398721863
903	0.9588354343	0.1397427735
904	0.9589847922	0.1396404418
905	0.9590677345	0.1395805575
906	0.9590946097	0.1395502162
907	0.9591735362	0.1394571502
908	0.9593602722	0.1392926865
909	0.9595358875	0.1391386985
910	0.959556739	0.1391117228
911	0.9596651663	0.1390002013
912	0.9597581482	0.138936039
913	0.959777764	0.138906831
914	0.9598064926	0.1388389916
915	0.9598537559	0.1387579983
916	0.9598668845	0.1387212531
917	0.9600004881	0.1385939372
918	0.9601404243	0.1384739763
919	0.9601827449	0.1384164099
920	0.9602982773	0.1383324782
921	0.9603920314	0.1382113122
922	0.9604681777	0.1381435147
923	0.9604796074	0.1380921876
924	0.9605738249	0.1379790372
925	0.9607576263	0.1378692561
926	0.9608201806	0.1378117681
927	0.9609310793	0.137714424
928	0.9610504729	0.1376143317
929	0.9611209044	0.1375402377
930	0.9611368133	0.1374968214
931	0.9612019933	0.1374323745
932	0.9612379813	0.137379332
933	0.9613805432	0.1372808246
934	0.9614690459	0.1371855295
935	0.9616009505	0.1370911741
936	0.9616860551	0.1370120518
937	0.9617496906	0.1369448711
938	0.9617436668	0.1369137181
939	0.9618928703	0.1367775147
940	0.9619768938	0.1366978828
941	0.9620085571	0.1366419229
942	0.9620910361	0.1365715622
943	0.962252596	0.1364521392
944	0.9623244175	0.1363820383
945	0.962424041	0.1362746075
946	0.9625616604	0.1361490867
947	0.9626544878	0.1360853954
948	0.9627369667	0.1360087338
949	0.9628713426	0.1359011334
950	0.9628818455	0.1358419304
951	0.9629354414	0.1357761288
952	0.9629564473	0.1357323501
953	0.9629998491	0.1356860817
954	0.9630054095	0.1356619673
955	0.963050047	0.1356048799
956	0.9630798568	0.1355568034
957	0.96314411	0.1354948594
958	0.9631455001	0.1354442338
959	0.9631810248	0.1354072575
960	0.9632551632	0.1353365239
961	0.9633350164	0.1352650895
962	0.9633399589	0.1352387227
963	0.9633794994	0.1351854705
964	0.9634880813	0.1350699442
965	0.9635174277	0.1350448141
966	0.9635696335	0.1349732685
967	0.9636297165	0.1348887929
968	0.9636661678	0.1348407122
969	0.9636956687	0.1347998182
970	0.9637265597	0.1347175821
971	0.9639205552	0.1345901516
972	0.9639393987	0.1345485258
973	0.9639807926	0.13449069
974	0.9640609547	0.1344214183
975	0.9641389545	0.1343452422
976	0.9642149463	0.1342462595
977	0.9643542647	0.1341213613
978	0.964444312	0.1340686192
979	0.9646097332	0.133952565
980	0.9646923666	0.1338914319
981	0.9647342239	0.1338481566
982	0.964768204	0.1338011459
983	0.9648255068	0.1337215627
984	0.9649458272	0.1336071423
985	0.9650059102	0.1335131374
986	0.9650363378	0.1334448466
987	0.9650888525	0.1333793446
988	0.9651260762	0.1333467825
989	0.9651843057	0.1332638869
990	0.9652136522	0.1332069424
991	0.9652635411	0.133144421
992	0.9653148202	0.1331018709
993	0.96536162	0.1330200462
994	0.9653642457	0.1329833884
995	0.9654003882	0.1329210132
996	0.9654533663	0.1328355173
997	0.9654955325	0.1327704586
998	0.9655976272	0.132663552
999	0.9655800193	0.1326437653
1000	0.9656135361	0.1326005615
1001	0.9656513775	0.1325203296
1002	0.9658096939	0.1324142179
1003	0.9660002913	0.1322632571
1004	0.9660436931	0.132209042
1005	0.966080299	0.1321549694
1006	0.9661190672	0.1320864495
1007	0.9662302747	0.1319736826
1008	0.9662285757	0.1319178537
1009	0.9662963815	0.1318203354
1010	0.9663675852	0.1317628891
1011	0.9664188643	0.1317051486
1012	0.9664800284	0.1316432788
1013	0.9664863611	0.131606111
1014	0.9665177154	0.1315861998
1015	0.9665744004	0.1315342565
1016	0.9666368002	0.1314761805
1017	0.9666854535	0.1314122411
1018	0.9666865347	0.131379313
1019	0.9667152633	0.1313187585
1020	0.9667402851	0.1312706901
1021	0.9668117977	0.1311838636
1022	0.9668471679	0.1310981939
1023	0.96687775	0.1310356509
1024	0.9670025496	0.13091561
1025	0.9670546009	0.1308603552
1026	0.9670774602	0.1308079448
1027	0.967176157	0.130686172
1028	0.9672102915	0.1306282849
1029	0.9672490597	0.1305691994
1030	0.9672953962	0.1305028758
1031	0.9673244337	0.1304331531
1032	0.9673581049	0.1303812717
1033	0.9673667544	0.1303610492
1034	0.9674306988	0.130264702
1035	0.9674724016	0.1302259576
1036	0.9675428331	0.1301518954
1037	0.9675914864	0.1301039176
1038	0.9677366741	0.1299758544
1039	0.967815755	0.1298940575
1040	0.9678307371	0.1298483864
1041	0.9678593113	0.129797564
1042	0.967901323	0.1297340187
1043	0.9680327642	0.1296318226
1044	0.9680338454	0.1295808639
1045	0.9681123085	0.129521
1046	0.9681285263	0.1294834101
1047	0.9682233617	0.1294072756
1048	0.9682378804	0.1293492401
1049	0.9682835991	0.1292655772
1050	0.9682919397	0.1292334149
1051	0.9683115554	0.129171815
1052	0.9683282366	0.1291352224
1053	0.9684728064	0.1290259067
1054	0.9685040063	0.1289697809
1055	0.9686352931	0.1288361437
1056	0.9686718989	0.12878193
1057	0.9686850276	0.1287584688
1058	0.9687369244	0.1286611886
1059	0.9688166232	0.1285837588
1060	0.9688788685	0.1285230214
1061	0.9689157833	0.1284576615
1062	0.9689528525	0.1284024144
1063	0.9690492324	0.12830367
1064	0.9690557195	0.1282699593
1065	0.9691352638	0.1281920183
1066	0.9692267011	0.128132125
1067	0.9692387486	0.1280884269
1068	0.9692733465	0.1280138874
1069	0.9693287959	0.127941414
1070	0.9693743601	0.127897274
1071	0.9694257936	0.1278228978
1072	0.9695047201	0.1277358085
1073	0.969559706	0.127661851
1074	0.9696012544	0.1275992332
1075	0.9696423394	0.1275550713
1076	0.9697013412	0.1275031304
1077	0.9698545606	0.1273803
1078	0.9698747942	0.1273198968
1079	0.9698869961	0.1272710305
1080	0.9699446078	0.1271897294
1081	0.9699657681	0.12714411
1082	0.9700233798	0.1270685598
1083	0.9700521085	0.1270198737
1084	0.9700995261	0.1269356322
1085	0.9701423102	0.1268978051
1086	0.9701664051	0.1268801395
1087	0.9701779893	0.1268264646
1088	0.9702139773	0.1267820449
1089	0.9702501197	0.1267083101
1090	0.9703097394	0.1266491124
1091	0.9703789352	0.1265564065
1092	0.9704723804	0.1264485206
1093	0.9705275209	0.1263804492
1094	0.9705906929	0.1263178976
1095	0.9706126256	0.126283597
1096	0.9706140156	0.1262290025
1097	0.970652166	0.1261500795
1098	0.970660661	0.1261134476
1099	0.9707093144	0.1260596122
1100	0.9707732587	0.1259650991
1101	0.9707760389	0.1259229128
1102	0.9707752666	0.1258583691
1103	0.9708396744	0.1258048381
1104	0.9708935791	0.1257502384
1105	0.9709354364	0.1256963821
1106	0.9709990719	0.1255843939
1107	0.9710375312	0.1255578777
1108	0.9710824776	0.1255286715
1109	0.9711593961	0.1254472332
1110	0.9711966198	0.125410843
1111	0.9712718394	0.1253405096
1112	0.9712820334	0.1253035951
1113	0.9712854314	0.1252950159
1114	0.971307364	0.1252642232
1115	0.9713578708	0.1252067873
1116	0.9713709994	0.1251923664
1117	0.971410231	0.1251314104
1118	0.9714595021	0.1250568314
1119	0.9714933278	0.1250133469
1120	0.9715097	0.1249702196
1121	0.9715424445	0.1249004853
1122	0.9715634503	0.1248180412
1123	0.9715813671	0.1247613643
1124	0.9716409867	0.1246868048
1125	0.971753121	0.1245575125
1126	0.9717711923	0.1245083081
1127	0.971765323	0.1244864244
1128	0.9717832398	0.1244299682
1129	0.9717901902	0.1244108758
1130	0.9718861068	0.1242968125
1131	0.9719335244	0.1242150352
1132	0.9719939163	0.1241345817
1133	0.9720084351	0.1240949276
1134	0.9720645022	0.1240100802
1135	0.9720907596	0.1239134601
1136	0.972104815	0.1238645793
1137	0.972134007	0.123792589
1138	0.9721404941	0.1237542559
1139	0.9722425888	0.1236785722
1140	0.9722510838	0.1236320716
1141	0.9722932501	0.1235864687
1142	0.9723229054	0.1235416436
1143	0.9723476182	0.1235014772
1144	0.9723900933	0.1234693779
1145	0.9724177408	0.1234386551
1146	0.9724597525	0.1234069038
1147	0.972475198	0.1233866068
1148	0.972627954	0.1232491525
1149	0.9726636331	0.1231956613
1150	0.9727235616	0.1231331266
1151	0.9727559971	0.123082832
1152	0.9727698981	0.1230476688
1153	0.9728349236	0.1229741871
1154	0.9729376362	0.1228897114
1155	0.9729549351	0.1228371042
1156	0.9729921588	0.1227871572
1157	0.973022123	0.1227557934
1158	0.9730608912	0.1227208139
1159	0.9730900832	0.1226772949
1160	0.9731016674	0.1226347838
1161	0.9731430613	0.1225776263
1162	0.9731931047	0.1225193953
1163	0.9732416036	0.1224409783
1164	0.9732570491	0.1223906711
1165	0.9733265538	0.1223361883
1166	0.9733509577	0.1222825905
1167	0.9734210802	0.1222367041
1168	0.9734927473	0.1221639712
1169	0.9735296621	0.1221160958
1170	0.9736016381	0.1220227934
1171	0.9736059628	0.1220065114
1172	0.9736762398	0.1219494247
1173	0.9737191783	0.12189173
1174	0.9737706118	0.1218362198
1175	0.9738293047	0.1217490725
1176	0.9738673006	0.1216763916
1177	0.9739581202	0.1215933457
1178	0.9739877755	0.1215438439
1179	0.9740141873	0.121484717
1180	0.9740172764	0.1214496032
1181	0.9740580525	0.1213952033
1182	0.9740971296	0.1213404525
1183	0.9741799175	0.1212422807
1184	0.9742488044	0.1211540238
1185	0.9742574539	0.1211265923
1186	0.9742952953	0.1210599847
1187	0.9743339091	0.1209826468
1188	0.9744231841	0.1208986302
1189	0.9744746176	0.1208442843
1190	0.9744934611	0.1207878674
1191	0.974584744	0.1207036764
1192	0.9746252112	0.1206769466
1193	0.974675409	0.1205951282
1194	0.9747067634	0.1205680396
1195	0.9747591236	0.1205075771
1196	0.9747656107	0.1204822495
1197	0.9748173531	0.12041694
1198	0.9749989922	0.1202980898
1199	0.9750323545	0.1202682159
1200	0.9750535148	0.1202147878
1201	0.9751261086	0.1201107192
1202	0.9751463422	0.1200776433
1203	0.9751520571	0.1200459878
1204	0.9752031816	0.1199762967
1205	0.9752641914	0.1198952632
1206	0.9753497594	0.1198178245
1207	0.9754086068	0.119751867
1208	0.9754163295	0.1197244357
1209	0.9754629749	0.1196523354
1210	0.9754651373	0.1196195577
1211	0.9754594224	0.1196042014
1212	0.9754757947	0.119590833
1213	0.9755060678	0.1195385712
1214	0.9755364955	0.1194909856
1215	0.9755683132	0.1194368232
1216	0.9755927171	0.1193895223
1217	0.975615113	0.1193488049
1218	0.9756104794	0.1192985365
1219	0.9756097071	0.1192912368
1220	0.9756447684	0.1192380896
1221	0.9757331166	0.1191259804
1222	0.9757531958	0.1190901256
1223	0.975780071	0.1190060273
1224	0.9757973699	0.1189693091
1225	0.9758134332	0.1189325619
1226	0.9758623955	0.1188812173
1227	0.9758906607	0.1188410939
1228	0.9759057973	0.118793598
1229	0.9760154603	0.1186866663
1230	0.976035385	0.1186392142
1231	0.9760401731	0.1186271087
1232	0.9760939234	0.1185608149
1233	0.9761189452	0.1185172979
1234	0.9761308382	0.1184920291
1235	0.9761552421	0.1184360451
1236	0.976225828	0.1183548654
1237	0.9762344775	0.118316565
1238	0.9762446715	0.1182790864
1239	0.976280505	0.1181916413
1240	0.9763081525	0.1181375759
1241	0.9763540256	0.1180795295
1242	0.976373178	0.1180129453
1243	0.9763722513	0.1179760698
1244	0.9763660731	0.1179537835
1245	0.9764025245	0.1179101109
1246	0.9764232214	0.1179004941
1247	0.9764615263	0.1178510653
1248	0.9764632253	0.1178242985
1249	0.976486548	0.1177798904
1250	0.9765236172	0.117733031
1251	0.9766510425	0.1176307665
1252	0.9766842503	0.1175771073
1253	0.9767376918	0.1174947982
1254	0.9767875807	0.1174381559
1255	0.9767903609	0.1174350521
1256	0.9768198618	0.1173750725
1257	0.9768901388	0.1172986937
1258	0.9769122259	0.1172617826
1259	0.9769177862	0.1172331542
1260	0.9769875999	0.1171483931
1261	0.9769913068	0.1171108197
1262	0.9770150929	0.1170643918
1263	0.9770476829	0.1170105993
1264	0.9770629739	0.1169755671
1265	0.9771026688	0.1169380779
1266	0.9771595083	0.1168477148
1267	0.9771715558	0.116818924
1268	0.9772013656	0.1167837309
1269	0.9772450763	0.1167315591
1270	0.9772895594	0.1166703914
1271	0.9772988267	0.1166573611
1272	0.9773219949	0.1166279705
1273	0.9773514958	0.1165742564
1274	0.9773890284	0.1165286824
1275	0.9774029293	0.1164957331
1276	0.9774094164	0.1164701748
1277	0.9774535905	0.1164072695
1278	0.9774718162	0.1163664961
1279	0.977465638	0.116345686
1280	0.9774727429	0.1162968067
1281	0.9774891152	0.1162486925
1282	0.9775728298	0.116159834
1283	0.9775816337	0.116139961
1284	0.9776146871	0.116112387
1285	0.9776378553	0.1160770399
1286	0.9776665839	0.1160339776
1287	0.9776794037	0.116016855
